plot_id,crop,soil_texture,soil_N,soil_P,soil_K,organic_C,pH,ec,season_rain,gdd,seed_rate,fert_type,fert_dose,applied_N,applied_P,applied_K,yield_kg_ha,price_per_ton,fert_cost_per_ha
119,maize,sandy,202.19057359895547,18.82398398697209,188.55516467179638,1.2421046003182703,6.221254107496083,0.26301970204209224,341.17179516487454,2315.941867530864,100,Urea,115,52.900000000000006,0.0,0.0,1050.0531599778715,16000,34.5
120,wheat,clay,269.10936603716925,50.17195506503649,288.3418547906755,0.7174950694965709,6.694980293014951,0.5204068018884884,418.1296174420471,1345.307150709035,80,NPK_20_20_0,71,14.200000000000001,14.200000000000001,0.0,853.7135480623618,18000,28.400000000000002
121,wheat,clay,270.67179602186405,33.419718194424256,189.63838211165407,0.8066917541984605,6.189090849746805,0.4701373064839223,453.10629139880535,1421.7085352056877,100,NPK_20_20_0,71,14.200000000000001,14.200000000000001,0.0,954.5212690711982,18000,28.400000000000002
122,maize,sandy,132.137238458661,18.487348246705015,144.25950622578353,0.6942675993325677,5.524440762575572,0.33710711088113077,267.50316230675145,1832.2879726575397,80,NPK_20_20_0,122,24.400000000000002,24.400000000000002,0.0,821.7428290876337,16000,48.800000000000004
123,rice,clay,308.4680412018039,23.69028402476016,215.550957546052,0.6192184717070421,6.132235028705117,0.5236093175210438,709.1310120594269,1521.8276241814353,100,NPK_20_20_0,74,14.8,14.8,0.0,1516.1789748954563,20000,29.6
124,maize,loam,253.64983779866787,36.24062543773266,203.00748350424743,1.0454100119940304,6.125410379685435,0.42253427536890675,297.25306763861437,1872.335317084731,100,Urea,95,43.7,0.0,0.0,1265.672890538028,16000,28.5
125,rice,clay,242.1625164831972,22.697221392569034,171.18730491136898,0.6562636149113441,7.155036547218926,0.4039163904361859,619.3330666952734,1380.7453383595807,100,DAP,103,18.54,47.38,0.0,1425.99849575068,20000,46.35
126,maize,sandy,212.56528204031903,19.987595953312777,134.60632472211498,0.8927944565846919,6.280706396871352,0.516630274723679,406.84410062561545,1919.9188226562987,100,DAP,101,18.18,46.46,0.0,1458.316881353252,16000,45.45
127,rice,sandy,226.82549217852016,12.812256145671702,151.12724629476514,0.7981762006711594,7.042947782915789,0.4474698232879953,597.4973041254856,1563.5532598400573,100,NPK_20_20_0,97,19.400000000000002,19.400000000000002,0.0,1290.611601293877,20000,38.800000000000004
128,maize,loam,275.51395052660354,37.98250174611222,197.57917910774765,0.5896610223800597,5.709371214540259,0.4036110175330128,374.18667015135406,1606.0952220960041,120,DAP,53,9.54,24.380000000000003,0.0,1539.8417415371428,16000,23.85
129,wheat,sandy,214.16497092200785,13.653744849330613,171.60450846732508,0.5435002757756955,6.016741487032504,0.44171904643825644,281.1333245037057,1387.4686087595112,120,DAP,103,18.54,47.38,0.0,620.0879180707151,18000,46.35
130,rice,clay,270.0753191641832,21.072145141053007,191.6349446039235,0.9708921253589389,6.774264929267387,0.3077567313988521,752.1172137764742,1669.6560131852798,80,Urea,76,34.96,0.0,0.0,1645.2770150470308,20000,22.8
131,rice,sandy,224.53181107113573,11.77677787429044,168.82410403100178,0.9460226713019471,6.283733869150491,0.5327078102013667,472.7175387938493,1669.0812381223345,120,Urea,111,51.06,0.0,0.0,1074.396214548978,20000,33.3
132,maize,clay,343.9321754863021,41.09758720633769,218.80438104390802,0.7651372589930504,6.304217596835098,0.3984806871230011,436.3100226170631,1640.7119637880842,100,Urea,95,43.7,0.0,0.0,1631.0560917725031,16000,28.5
133,wheat,loam,296.76190806998136,26.049835378012006,152.222409679772,0.9025687226158755,5.80602696971673,0.32377585378704177,348.98840885310887,1843.6842848229455,120,Urea,78,35.88,0.0,0.0,892.8417975616219,18000,23.4
134,maize,loam,304.57757121569983,34.26411263320911,240.4761324730698,0.8642104666664329,6.747297874160549,0.3883342790167729,396.5045461015182,1833.3305657127028,100,Urea,69,31.740000000000002,0.0,0.0,1676.544019170674,16000,20.7
135,rice,loam,245.58286704954526,37.37079682389197,256.42272020020636,1.0428958267814694,6.638271833446334,0.4799499253504148,535.9506565230815,1433.6790384950493,80,NPK_20_20_0,97,19.400000000000002,19.400000000000002,0.0,1343.6252619754955,20000,38.800000000000004
136,rice,loam,350.66936237633115,31.0922826486619,185.38713794751564,0.8369360611729817,5.826436855235151,0.3028385961489349,720.0413907944426,1268.6211442057208,120,NPK_20_20_0,68,13.600000000000001,13.600000000000001,0.0,1648.844886144375,20000,27.200000000000003
137,wheat,clay,362.2016974067431,17.374716313393105,188.08162089034224,0.7710538697428561,6.974254101858335,0.4034852876391766,281.6406199835077,1541.906715461475,80,NPK_20_20_0,57,11.4,11.4,0.0,608.4803410561607,18000,22.8
138,maize,clay,314.0589781134726,27.59503320180507,245.667497486186,1.0449254174452665,6.208321013886326,0.4038591940227033,495.56186900811167,2159.8543150038,120,NPK_20_20_0,127,25.400000000000002,25.400000000000002,0.0,2204.2082393677506,16000,50.800000000000004
139,wheat,sandy,211.49772239211063,12.733582952273554,140.45866212629332,0.6441972313932616,5.417177385797938,0.4974262222128808,298.85494444497687,1247.9199851333387,80,DAP,93,16.74,42.78,0.0,585.3353841417913,18000,41.85
140,wheat,sandy,139.37713605753862,29.083880130902163,136.00087491382334,0.9098949584997469,7.5644732778728,0.46886780236854264,387.249570979,1719.824467029875,120,NPK_20_20_0,87,17.400000000000002,17.400000000000002,0.0,814.1169532472692,18000,34.800000000000004
141,wheat,clay,316.31373354233426,35.242493259954735,216.22512999858475,0.7828213500564417,6.906344712821998,0.457791051379151,353.04788502656646,1101.612770705725,80,DAP,104,18.72,47.84,0.0,622.4410371736046,18000,46.800000000000004
142,rice,loam,283.0005296558559,41.48197621178029,206.5067999599013,0.6287386861113702,6.410695012726328,0.5017540916606753,620.6247545737863,1158.9716415591447,80,Urea,94,43.24,0.0,0.0,1288.103559511819,20000,28.2
143,maize,clay,257.22443210108736,30.033238245738858,233.5546062820697,0.9633743560040817,7.049952475458941,0.3141894455231807,393.31205346771935,2037.4088223437952,100,Urea,117,53.82,0.0,0.0,1543.1621350416788,16000,35.1
144,rice,clay,293.2991416663541,35.117505557833574,188.60406747671038,0.9296560867687719,6.439525925696109,0.4419532443907028,511.25078221979,1312.508339935318,120,DAP,88,15.84,40.480000000000004,0.0,948.7119869176572,20000,39.6
145,maize,clay,285.62044902749057,27.467283861194836,268.42958155756344,0.9238074396572588,6.270931506393133,0.3642282817730756,310.60186366975785,1717.6347691362162,80,DAP,98,17.64,45.080000000000005,0.0,1364.7766607625879,16000,44.1
146,wheat,sandy,310.7125761731138,17.631862181360816,155.05796091293848,0.6624125225072346,7.430657798618197,0.5886614646089411,513.0929181262941,1591.2880696695245,100,NPK_20_20_0,78,15.600000000000001,15.600000000000001,0.0,1015.1110720940768,18000,31.200000000000003
147,maize,loam,304.513725317213,18.632123511417767,218.20370947638582,0.6365149647957676,6.776636344475475,0.3506240057639544,200.0,1873.915520537497,100,Urea,82,37.72,0.0,0.0,738.6040542550437,16000,24.599999999999998
148,maize,sandy,195.86596570786503,19.026019932933732,210.53798972968525,0.9261623369109555,5.987906587835398,0.5854092566334188,472.1033695525353,1916.419540693723,120,Urea,119,54.74,0.0,0.0,1666.9338517393892,16000,35.699999999999996
149,maize,clay,317.8083438612421,35.38939870661461,240.4695067631602,0.6289338971221483,7.343493931512696,0.567393841812252,392.88123146206976,1839.4600839985703,120,Urea,107,49.22,0.0,0.0,1738.705051409367,16000,32.1
150,maize,clay,281.558488520373,38.21417026046859,212.3155578911424,1.0780999562481495,5.944293493932783,0.39483558448349154,370.5686374960684,1724.309189630708,100,NPK_20_20_0,97,19.400000000000002,19.400000000000002,0.0,1639.0413402198456,16000,38.800000000000004
151,maize,clay,276.7839827751267,32.231324662620736,249.13879649891737,0.765124993926938,6.340496166623588,0.3981683140557149,438.63301960615894,1661.4676884339794,100,NPK_20_20_0,110,22.0,22.0,0.0,1656.059980114861,16000,44.0
152,wheat,sandy,274.6344284479761,17.83101119165945,149.14530822606255,0.6505576641704354,5.287879869863529,0.488404539636105,423.6843897092433,1343.7344885763573,100,Urea,92,42.32,0.0,0.0,776.6718715360695,18000,27.599999999999998
153,wheat,clay,357.9895622644653,31.98468619668883,241.6985544600095,1.0508713737145425,6.704172582197389,0.39953005955598275,394.6000094667186,1259.3456954873054,80,NPK_20_20_0,57,11.4,11.4,0.0,914.2503706815144,18000,22.8
154,maize,sandy,203.99966902795717,22.783248930599083,117.66320701906452,0.7369470311516908,6.286621441558823,0.34581650123313584,413.29617515098266,1710.0847923549438,120,NPK_20_20_0,111,22.200000000000003,22.200000000000003,0.0,1374.4072428458696,16000,44.400000000000006
155,wheat,clay,275.401331543044,23.82696915369418,277.5416993804916,0.8419636257420084,7.58686918673412,0.494032162054088,405.13197247610424,1312.9591342766066,100,DAP,93,16.74,42.78,0.0,885.2215640972596,18000,41.85
156,wheat,sandy,81.85337822290808,11.9221543623205,174.7661704402079,1.2114990939423398,6.510396853837704,0.3271997058770866,331.710355889516,1674.975283829637,120,DAP,100,18.0,46.0,0.0,627.0793992576886,18000,45.0
157,wheat,loam,214.54831441676475,25.916511580584263,246.47735253824385,0.6463270105371857,5.776935983719919,0.4094993751356305,313.9526595795404,1502.2831001859906,80,DAP,117,21.06,53.82,0.0,771.325667086175,18000,52.65
158,rice,sandy,291.4296806532499,36.15172888895891,139.26126918833418,0.6606120509838858,6.119268917290525,0.248386417989678,548.1597100584478,1641.5330899512492,120,Urea,78,35.88,0.0,0.0,1655.8203417601178,20000,23.4
159,wheat,clay,305.66352052688825,23.493776173461065,256.7691573830081,0.6663711828922012,7.436648888108773,0.5080048065714649,305.2678104341249,1656.2032723470224,100,DAP,65,11.7,29.900000000000002,0.0,818.1944084748894,18000,29.25
160,maize,clay,349.1286731813889,40.250886958628385,253.35229356637458,0.7144488625906497,6.367226580990788,0.44834254881146035,295.34926054912455,1696.8565860133995,80,NPK_20_20_0,99,19.8,19.8,0.0,1509.763492705673,16000,39.6
161,wheat,clay,350.1749226776432,29.97666781921534,233.6047082561858,0.6915063866587609,5.971142175964973,0.39589845789965367,257.7487269622918,1634.7453995485178,100,Urea,83,38.18,0.0,0.0,632.923118567048,18000,24.9
162,wheat,sandy,174.89484979505602,24.469527728266204,161.7357582256761,0.7850070098321905,5.870634175368495,0.29908417106503704,377.67090439049844,1546.4281126970232,80,DAP,97,17.46,44.620000000000005,0.0,644.8731739078561,18000,43.65
163,wheat,sandy,175.08188039037768,27.941508311302336,171.8326869824806,0.6320238206978529,6.217357611800459,0.35892913408975835,283.728622813707,994.0652264520836,100,NPK_20_20_0,81,16.2,16.2,0.0,442.1322882380419,18000,32.4
164,maize,loam,329.1248181790101,34.10796381536812,217.17324087279607,0.8764882835638598,6.255452607040547,0.42973096456808424,257.6867389542152,1900.7636836880363,80,NPK_20_20_0,82,16.400000000000002,16.400000000000002,0.0,1351.674544303993,16000,32.800000000000004
165,wheat,clay,368.7933086591978,43.10036800843069,142.55538745285514,0.8251693939238715,7.014341305348196,0.26832511531779435,422.3610587228875,1533.4921563278624,80,DAP,79,14.219999999999999,36.34,0.0,1077.8683478916632,18000,35.550000000000004
166,rice,sandy,181.03350400808355,10.890656492232695,97.45338764110735,0.6841489534314307,6.024074762662688,0.3696383294692242,730.7578810759983,1324.5443588232622,120,Urea,90,41.4,0.0,0.0,988.0043172589681,20000,27.0
167,wheat,loam,266.5990165284507,31.52399743823253,228.3780726855616,0.7129027258860314,6.7565528990880415,0.3740453322416083,423.8810480887503,1523.0734968026106,80,DAP,101,18.18,46.46,0.0,954.9715665814012,18000,45.45
168,wheat,sandy,232.96902930934758,16.908186261984206,163.5805793527536,0.6708457298726863,6.044648088467634,0.4091864745648494,200.0,1340.7465112982236,120,DAP,101,18.18,46.46,0.0,464.81084510162924,18000,45.45
169,maize,loam,232.14488150961301,36.35506734383342,222.36637155612738,1.25057737644395,6.247584717577525,0.47950716168057844,200.0,1700.8283178526374,100,Urea,103,47.38,0.0,0.0,956.4973384916358,16000,30.9
170,wheat,sandy,153.63234329047128,21.90695186187828,189.0079051912972,0.9002188339879691,6.594790808299372,0.5001046092567142,200.0,1535.5750639061816,100,NPK_20_20_0,123,24.6,24.6,0.0,414.47464097788685,18000,49.2
171,maize,sandy,244.29015688008596,21.840076190102693,234.20809604832044,0.5773891145872576,7.1109002762594065,0.57495813052725,248.55811228320005,1956.5740487162693,120,DAP,95,17.099999999999998,43.7,0.0,1115.8617830316211,16000,42.75
172,wheat,loam,205.2000596592749,22.552950446452765,214.12829578031372,0.7960429369570069,6.188197282535397,0.24512370778767212,360.6178767822212,1306.0895641877335,120,DAP,88,15.84,40.480000000000004,0.0,637.729737965042,18000,39.6
173,rice,loam,179.6841268164083,29.33515541897044,139.8111850387599,0.9520111927379206,6.541219876467252,0.25424485005350694,569.0790922950137,1249.5687188818833,80,NPK_20_20_0,76,15.200000000000001,15.200000000000001,0.0,1011.0596967425181,20000,30.400000000000002
174,rice,loam,224.5772329985128,29.078616577840464,233.17299295712635,0.6836324336165959,6.924858378202305,0.34247102900972304,703.8239592865757,1417.2735134146847,120,NPK_20_20_0,92,18.400000000000002,18.400000000000002,0.0,1689.3455748128029,20000,36.800000000000004
175,wheat,loam,230.0444073898625,24.776825820707504,144.8919690753259,0.42840159167511915,6.915674633531627,0.3818521670420804,427.2021562003423,1706.264748915894,80,Urea,85,39.1,0.0,0.0,899.1688948423373,18000,25.5
176,wheat,loam,330.61103141277124,37.174714526924255,189.2587740837667,0.6217615549169425,5.4240922993353475,0.328084668075758,328.8869761172306,1202.5640945697633,80,NPK_20_20_0,88,17.6,17.6,0.0,622.9943505393745,18000,35.2
177,wheat,loam,311.3202571935192,39.25677108371167,247.0470042095968,0.4532032941165295,6.6033620236224975,0.4758938600121948,388.1538562589331,1527.3192651643658,120,Urea,85,39.1,0.0,0.0,1039.895619352537,18000,25.5
178,maize,clay,327.93848922803136,42.34036165331297,121.9037230627095,1.1115937698305849,6.406938826123915,0.3231313685929958,332.536214819007,1502.9955683438204,80,DAP,88,15.84,40.480000000000004,0.0,1275.9836543396962,16000,39.6
179,maize,clay,285.2011578297133,43.668848638641485,223.24251482774628,0.6390018678139424,6.631181190161831,0.5051194010986041,293.8114336452571,1534.2789560808874,120,DAP,68,12.24,31.28,0.0,1190.559162089376,16000,30.6
180,rice,clay,208.21711835689814,44.36996631457235,283.4258597154293,0.9559133454480764,6.006606977130227,0.5482022493615791,574.6745089974789,1157.1081438494678,80,Urea,90,41.4,0.0,0.0,1254.109259575836,20000,27.0
181,rice,loam,315.5154373059804,41.16547048631965,177.51327893686792,0.7581556252510945,5.6582809038895245,0.31941299335038115,696.4851633097458,1723.1165647096464,100,Urea,86,39.56,0.0,0.0,2192.050315158407,20000,25.8
182,wheat,loam,203.09113122861473,31.134888441659992,155.41009170700443,0.819535171112056,6.442856022199058,0.3842702574799097,335.14724476383674,1547.2778940369194,120,NPK_20_20_0,68,13.600000000000001,13.600000000000001,0.0,681.3890012910817,18000,27.200000000000003
183,wheat,loam,245.32829645415003,31.831859400488625,209.58306161452836,0.9807845501473712,5.73016674036334,0.25137229700497066,402.895793639252,992.2077445989169,80,NPK_20_20_0,130,26.0,26.0,0.0,502.83072697914065,18000,52.0
184,rice,clay,274.187895649542,29.587959028406914,202.66960466049827,1.003984915919395,6.771413279659512,0.4848766502606424,603.0495504753599,1135.5801360110286,120,NPK_20_20_0,57,11.4,11.4,0.0,1202.910669121989,20000,22.8
185,rice,clay,246.36284871300967,36.913974912889195,302.9633067899989,0.6161230816827153,5.234856238626835,0.37139957781198896,710.0959634998571,1791.6694908441189,100,NPK_20_20_0,116,23.200000000000003,23.200000000000003,0.0,2159.518019300602,20000,46.400000000000006
186,maize,sandy,204.23914323219793,19.322779665212575,170.95040869782719,0.8542842987601885,6.628981080790829,0.2980438368280114,200.0,2028.4320056505724,120,DAP,100,18.0,46.0,0.0,890.7073897640469,16000,45.0
187,rice,sandy,166.72572926548924,26.985355445547725,145.01528815239482,0.5654816782294515,6.493264089167421,0.4390522897565001,625.5273387413563,1609.1793430991738,100,DAP,148,26.64,68.08,0.0,1443.7191558892735,20000,66.60000000000001
188,maize,clay,209.25634778128878,50.491114420551284,249.6833187947734,0.8374839761046874,7.1813369311835284,0.31684980570439036,339.3405239085348,1991.0308233801647,120,NPK_20_20_0,127,25.400000000000002,25.400000000000002,0.0,1818.0345378942695,16000,50.800000000000004
189,rice,sandy,194.66743542818023,31.123419795251056,109.07088935426808,0.6411147893062639,5.948859839068425,0.3150080454311354,672.269600952262,1227.5295253873112,100,DAP,125,22.5,57.5,0.0,1256.484650867483,20000,56.25
190,maize,clay,347.5980181754901,43.80924609797829,203.60157984588906,0.6505843841396717,7.072694594273677,0.34684430627569435,260.5650087324597,1663.2080996401805,80,NPK_20_20_0,86,17.2,17.2,0.0,1214.158097002812,16000,34.4
191,maize,loam,219.31015615785617,31.514303153884445,218.66901870368415,0.8971924565854543,6.674586270155928,0.4671037012679806,327.7458164085602,1625.4969368816257,100,DAP,101,18.18,46.46,0.0,1262.4262640163904,16000,45.45
192,maize,clay,266.24108625128093,33.84385063427586,188.30320316000154,0.738407694072192,5.553192666523107,0.4213293707372939,350.12054753622243,1636.5822737863618,100,NPK_20_20_0,96,19.200000000000003,19.200000000000003,0.0,1214.550182768266,16000,38.400000000000006
193,wheat,sandy,222.3699673233396,13.955973323201963,105.9335233848239,0.927258633687722,6.360445762550153,0.502770440660569,271.10592312409295,1305.8342046972348,120,DAP,89,16.02,40.940000000000005,0.0,500.3527880917629,18000,40.050000000000004
194,maize,clay,222.96034787845667,33.93986656366483,223.15584386394033,0.8046277446196336,5.673540651080558,0.5203112646430805,264.53270550285833,1867.0074250524935,80,NPK_20_20_0,113,22.6,22.6,0.0,1241.7836898199853,16000,45.2
195,wheat,clay,365.0368652944008,33.50909544098412,302.086645920373,0.9636374272211814,5.238256264896061,0.5800658629963567,273.3013389864278,1193.1797621086139,120,NPK_20_20_0,92,18.400000000000002,18.400000000000002,0.0,696.9353816354101,18000,36.800000000000004
196,maize,clay,319.6207983589384,30.92829099434001,218.97702751232023,0.4461848190221764,6.152643434455471,0.35907175618868964,297.59116020654074,1830.4709744067443,80,DAP,82,14.76,37.72,0.0,1478.539187179951,16000,36.9
197,wheat,clay,347.7548189720738,26.737046171303568,185.66200238501256,1.0251175542080688,6.363512300040083,0.32224609601550225,422.8684797216916,1302.3606005535507,100,DAP,75,13.5,34.5,0.0,891.9206149977844,18000,33.75
198,wheat,loam,238.68695644131242,36.04842657662917,197.3780957287598,1.1963383612800058,7.284389302051425,0.26719037375662524,402.224368124801,1236.7192027797917,80,DAP,82,14.76,37.72,0.0,697.5087006236187,18000,36.9
199,rice,clay,319.1127469572459,28.568183410874106,309.6453827608292,0.7179437128058006,5.287392861063699,0.39698283333708656,592.6966520181197,1622.3437135048378,100,NPK_20_20_0,100,20.0,20.0,0.0,1885.5337011793645,20000,40.0
200,maize,loam,260.9958575302967,19.39123952762515,264.86400399065286,0.6756745651928194,6.9668919564361715,0.3674637121648585,433.75078724832395,2061.3748191750547,80,DAP,108,19.439999999999998,49.68,0.0,1870.6084609761333,16000,48.6
201,rice,loam,268.60843407360477,25.300017480226057,186.2635560164813,1.1929390095937817,6.095903207474789,0.4154317126636281,611.3469036715476,1337.8491056438402,80,Urea,88,40.480000000000004,0.0,0.0,1162.600072927068,20000,26.4
202,maize,clay,337.0412172710063,30.89429146822732,210.85600338639927,0.6011301250782976,5.218833170602345,0.38089722373998314,591.2615421612916,1956.9208575796047,80,NPK_20_20_0,97,19.400000000000002,19.400000000000002,0.0,2393.6035595152543,16000,38.800000000000004
203,rice,sandy,300.8953981916619,21.730535052548007,192.1444959697464,0.6553074382259425,6.560378403094734,0.5547570095028926,576.2304875310359,1438.4469528390462,100,Urea,55,25.3,0.0,0.0,1222.795696589208,20000,16.5
204,rice,loam,312.20269479310934,23.413126363372616,225.14863443201222,0.5547035820383021,7.385547949655277,0.5837606733064711,659.1021556559876,1798.2505203287042,120,NPK_20_20_0,90,18.0,18.0,0.0,2268.240049916996,20000,36.0
205,rice,clay,318.5606434028415,44.22590862836192,182.62593565685955,0.6667522551483546,6.656034798897484,0.41499316700633915,538.0065812595104,1881.4755167862438,120,DAP,94,16.919999999999998,43.24,0.0,2206.9040441821135,20000,42.300000000000004
206,wheat,sandy,306.32177944866044,23.46381346182185,183.6003930698243,1.1963158329630383,6.164581981633253,0.4629699852712584,426.8342949486146,1689.572287215349,80,NPK_20_20_0,102,20.400000000000002,20.400000000000002,0.0,1053.9150925230088,18000,40.800000000000004
207,wheat,loam,194.4271021531484,31.97203822745604,219.9288699398714,1.0280298077042533,7.290270343284186,0.29849058081721314,268.9142488789662,1148.4844282170768,100,Urea,92,42.32,0.0,0.0,379.7374199461051,18000,27.599999999999998
208,wheat,sandy,216.5032500406311,24.959410659166437,106.43679535408782,0.7688357051341794,6.518930957504475,0.45845726279495685,350.38030761231875,1074.7361292076832,80,Urea,95,43.7,0.0,0.0,473.1735497617755,18000,28.5
209,maize,sandy,134.62128080544994,21.533287133878265,241.55789958852827,0.48864733082425515,6.471196018142248,0.5123239324823821,380.1619247953597,1937.5933904232068,80,NPK_20_20_0,107,21.400000000000002,21.400000000000002,0.0,1364.3045806566408,16000,42.800000000000004
210,maize,sandy,120.09378240581262,23.697381328655542,230.9723849314741,0.5273651990814379,6.594853083805198,0.3338017822203391,392.58872061930356,1803.8295554831504,120,DAP,131,23.58,60.260000000000005,0.0,1443.8490894816573,16000,58.95
211,rice,clay,263.54604184486504,43.38330375304463,210.3635501962552,0.4908699720600083,6.781158310311629,0.4417263447858186,713.7706202714778,1469.9189998720594,80,Urea,101,46.46,0.0,0.0,1443.629826583582,20000,30.299999999999997
212,rice,clay,275.50249224197324,38.748846371996734,275.5057722823063,0.8132191119311546,6.077641769121953,0.3181913950389498,688.3861203453074,1356.4452835216227,80,DAP,81,14.58,37.260000000000005,0.0,1617.916603923245,20000,36.45
213,maize,loam,287.20959857499685,28.550206614255178,174.02507846714298,1.0642608064546024,7.209801502256819,0.3399576434261295,200.0,2001.5027379673845,100,Urea,67,30.82,0.0,0.0,1004.8515252662262,16000,20.099999999999998
214,rice,sandy,159.8013800596511,25.968704956317474,106.58175692415136,0.9416842085789164,7.341773249389225,0.3472878614584884,406.6558893214019,1737.758782661981,100,NPK_20_20_0,98,19.6,19.6,0.0,1068.6976192005463,20000,39.2
215,wheat,sandy,243.95881507172132,18.782400157138667,137.36165094217398,1.0206261412139481,6.830997783531653,0.4538977975701099,361.25157115881143,1596.6304421839718,80,DAP,71,12.78,32.660000000000004,0.0,798.6758059614885,18000,31.95
216,wheat,sandy,244.34436950486503,16.633905650551576,45.83144573491464,0.8397896293592989,6.718369275866754,0.4404294754961698,473.57821918221543,1185.7892640701903,100,NPK_20_20_0,91,18.2,18.2,0.0,665.6277580216675,18000,36.4
217,maize,clay,269.7754195609976,34.609523295157054,234.73934413347982,0.7640979074516977,6.976512073572618,0.17924362747097342,592.240553878994,1971.5549213990325,100,Urea,118,54.28,0.0,0.0,2124.6211953167153,16000,35.4
218,wheat,clay,270.8944203104786,30.295691372329,218.87638746367912,0.7559752639420061,6.203102338871838,0.3034242584393741,431.19403283952914,1667.5662041932235,80,Urea,83,38.18,0.0,0.0,1082.7604190020643,18000,24.9
219,wheat,loam,196.8851422416813,20.413732914022734,234.54386636986362,0.9159286458645295,6.269868299208339,0.286453910630187,495.973187503794,1055.9794898104365,80,DAP,77,13.86,35.42,0.0,582.0181685564294,18000,34.65
220,rice,clay,306.66286169306386,21.00623965591832,251.01117585181692,0.5209332547494409,5.379663106790126,0.3706203349859206,614.4594503296485,1498.2950127363881,120,NPK_20_20_0,77,15.4,15.4,0.0,1572.9490430782116,20000,30.8
221,maize,clay,399.7833744891982,59.87934844804289,244.2689223654473,0.7633606762559225,6.767252824240275,0.48876554258738364,317.93323744428085,2159.0422711824644,80,DAP,75,13.5,34.5,0.0,1951.4269995050272,16000,33.75
222,rice,clay,281.58873623794545,31.322154149006185,182.31736393750535,0.8908027603433535,6.655850901065609,0.3551231775511369,529.0621292442139,1775.2346826455423,80,NPK_20_20_0,83,16.6,16.6,0.0,1393.8587593435402,20000,33.2
223,rice,loam,128.24681551135882,31.15274438085983,184.03392828598552,0.8599701903541493,6.7430638450436575,0.5247895958107921,605.392042530578,1984.6711234638176,100,DAP,112,20.16,51.52,0.0,1663.4681798713711,20000,50.4
224,rice,sandy,200.35315793140882,14.717430884212423,177.9531368081014,0.884194588877878,6.7460094239964,0.347396515733242,384.6657080128756,1619.4305423507392,120,DAP,98,17.64,45.080000000000005,0.0,1096.8864142096554,20000,44.1
225,maize,loam,302.70643380094896,41.94866215447095,238.69950996954555,0.6878129571552507,6.108988067446281,0.4002761835883937,392.61195264046614,1763.3617308565756,100,Urea,94,43.24,0.0,0.0,1673.8754988600242,16000,28.2
226,maize,clay,249.87640341970527,26.18565441664085,269.9912280561443,0.49698093140886995,7.1088742428256,0.31315589707478514,281.47938021405946,1769.688908998004,120,NPK_20_20_0,89,17.8,17.8,0.0,1219.878722716236,16000,35.6
227,rice,loam,311.87860237420585,20.71303632222789,206.5897514985754,0.7918963299928417,6.850462857718552,0.4855153365482023,626.3839004248892,1327.92507068392,100,Urea,88,40.480000000000004,0.0,0.0,1272.7197308685577,20000,26.4
228,maize,loam,270.2457049479565,29.661314734414102,204.5238455128095,0.6121346524268121,6.521937481880358,0.43786662342514115,384.1127313439709,1542.4961947881402,80,Urea,80,36.800000000000004,0.0,0.0,1159.532832475567,16000,24.0
229,maize,clay,258.574228193125,29.69772416964507,150.10187661219737,0.7743916587450778,6.974223174930768,0.2714045226285174,358.7578218953589,1879.1871351253546,120,Urea,97,44.620000000000005,0.0,0.0,1330.353212831363,16000,29.099999999999998
230,maize,loam,229.94705749378068,44.96530700953975,204.5848603679996,0.6248200844567783,7.187266727345652,0.4955275476237449,450.76534926003967,1398.773959379521,80,DAP,114,20.52,52.440000000000005,0.0,1778.1298719342499,16000,51.300000000000004
231,wheat,clay,243.8727596877793,27.659977431885892,260.7064586737401,0.8542990621651296,6.775738137619761,0.4340589216400497,389.06959209281445,1134.7055743377834,100,Urea,83,38.18,0.0,0.0,610.3972054662783,18000,24.9
232,wheat,sandy,130.87700375269543,32.326286495957994,152.78192351028972,0.9445177003240212,6.878952698055506,0.5459107157301979,266.86005327325466,1539.5173200694358,100,DAP,91,16.38,41.86,0.0,555.0892459470034,18000,40.95
233,wheat,clay,315.8270163304316,36.51728701650737,155.78139641123815,0.7121988098257543,7.338731465156303,0.3507553925669482,351.58075441118393,1382.648849890211,80,NPK_20_20_0,111,22.200000000000003,22.200000000000003,0.0,782.1644430132362,18000,44.400000000000006
234,wheat,sandy,152.11458755551308,25.199692529231097,192.37922120693355,0.9024933032380774,6.462936446784978,0.37578507741760697,325.3690244633193,1539.5553802022425,100,DAP,111,19.98,51.06,0.0,785.9017136979843,18000,49.95
235,maize,loam,220.99733793149784,31.915236004283017,219.98740441211734,0.8944004541838549,6.537977633958044,0.47426824183597227,398.2248952680657,1552.4675155345403,80,NPK_20_20_0,118,23.6,23.6,0.0,1341.9015031551385,16000,47.2
236,maize,loam,181.19788681053228,27.283186924093062,176.1441912825806,1.0148535225819733,6.289802438819186,0.5362617026613368,383.0142615789073,1978.873577442475,100,Urea,84,38.64,0.0,0.0,1117.9901689191686,16000,25.2
237,maize,sandy,226.91620111984633,21.47398331155282,130.83795770552985,0.4452991332100774,6.154806686930662,0.40040930076754566,429.3169366793098,1796.692849950475,120,DAP,117,21.06,53.82,0.0,1556.1143278177694,16000,52.65
